Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
1068,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,32.0,1991.0,27,23,2047,22.7,1,0,1,1,0,0,5,1,1.1,1.1,0.1,1.2,10.0,74.0,3.0,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.05,0.05,0.05
1442,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,29.0,1993.0,24,19,1671,18.6,0,2,2,0,0,0,4,1,1.0,1.0,1.3,2.3,73.0,62.0,104.0,0.0,0.11,0.11,0.0,0.11,0.06,0.07,0.13,0.06,0.13
1496,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,25.0,1998.0,36,34,3008,33.4,1,4,5,1,0,0,6,0,1.3,1.3,1.4,2.7,21.0,232.0,26.0,0.03,0.12,0.15,0.03,0.15,0.04,0.04,0.08,0.04,0.08
1891,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,37.0,1986.0,23,23,2053,22.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34.0,1988.0,33,33,2970,33.0,0,0,0,0,0,0,5,0,0.0,0.0,0.2,0.2,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2651,Manuel Ugarte Ribeiro,uy URU,MF,Paris S-G,fr Ligue 1,22.0,2001.0,25,21,1932,21.5,0,2,2,0,0,0,5,0,0.6,0.6,0.9,1.5,16.0,87.0,24.0,0.0,0.09,0.09,0.0,0.09,0.03,0.04,0.07,0.03,0.07
1401,Marash Kumbulla,al ALB,DF,Sassuolo,it Serie A,23.0,2000.0,7,3,362,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Marc Bartra,es ESP,DF,Betis,es La Liga,32.0,1991.0,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
461,Marc Cardona,es ESP,FW,Las Palmas,es La Liga,28.0,1995.0,25,6,723,8.0,4,1,5,3,1,1,4,0,4.2,3.5,1.1,4.5,10.0,13.0,74.0,0.5,0.12,0.62,0.37,0.5,0.52,0.13,0.65,0.42,0.55
476,Marc Casado,es ESP,MF,Barcelona,es La Liga,19.0,2003.0,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,25.0,1998.0,21,20,1782,19.8,0,2,2,0,0,0,10,0,1.1,1.1,1.1,2.2,31.0,50.0,73.0,0.0,0.1,0.1,0.0,0.1,0.06,0.05,0.11,0.06,0.11
1066,Marc Guiu,es ESP,"FW,MF",Barcelona,es La Liga,17.0,2006.0,3,1,74,0.8,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.0,1.0,1.0,8.0,1.22,0.0,1.22,1.22,1.22,0.92,0.32,1.24,0.92,1.24
1051,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,23.0,2000.0,25,23,2021,22.5,0,1,1,0,0,0,2,0,0.6,0.6,0.6,1.2,15.0,67.0,7.0,0.0,0.04,0.04,0.0,0.04,0.03,0.03,0.05,0.03,0.05
1646,Marc Martínez,es ESP,GK,Granada,es La Liga,33.0,1990.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,Marc Pubill,es ESP,DF,Almería,es La Liga,20.0,2003.0,23,22,1883,20.9,1,3,4,1,0,0,2,0,0.7,0.7,1.5,2.2,59.0,36.0,85.0,0.05,0.14,0.19,0.05,0.19,0.03,0.07,0.1,0.03,0.1
2249,Marc Roca,es ESP,MF,Betis,es La Liga,26.0,1996.0,26,24,1980,22.0,2,2,4,2,0,0,5,0,1.1,1.1,1.4,2.5,24.0,126.0,20.0,0.09,0.09,0.18,0.09,0.18,0.05,0.06,0.12,0.05,0.12
2570,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31.0,1992.0,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,29.0,1994.0,25,23,1961,21.8,4,3,7,3,1,1,3,1,3.6,2.8,1.8,4.6,39.0,111.0,69.0,0.18,0.14,0.32,0.14,0.28,0.16,0.08,0.25,0.13,0.21
2391,Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,30.0,1993.0,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561,Marciano Tchami,gw GNB,"FW,MF",Almería,es La Liga,19.0,2004.0,6,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.17,0.06,0.17
416,Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,23.0,1999.0,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,Marcin Listkowski,pl POL,FW,Lecce,it Serie A,25.0,1998.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47
146,Marco Asensio,es ESP,"MF,FW",Paris S-G,fr Ligue 1,27.0,1996.0,19,13,1113,12.4,4,5,9,4,0,0,0,0,3.2,3.2,5.8,9.0,36.0,71.0,92.0,0.32,0.4,0.73,0.32,0.73,0.26,0.47,0.73,0.26,0.73
315,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32.0,1991.0,32,32,2876,32.0,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Marco Brescianini,it ITA,MF,Frosinone,it Serie A,23.0,2000.0,36,24,2321,25.8,4,2,6,4,0,0,1,0,2.3,2.3,1.6,3.9,46.0,70.0,100.0,0.16,0.08,0.23,0.16,0.23,0.09,0.06,0.15,0.09,0.15
467,Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,23.0,2000.0,27,27,2425,26.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,25.0,1998.0,25,25,2197,24.4,1,0,1,1,0,0,6,0,0.2,0.2,0.1,0.3,4.0,59.0,2.0,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01
1594,Marco Mancosu,it ITA,"MF,FW",Cagliari,it Serie A,34.0,1988.0,6,3,156,1.7,0,0,0,0,0,1,0,0,1.2,0.5,0.2,0.7,4.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.71,0.13,0.85,0.29,0.42
2075,Marco Pellegrino,,DF,Salernitana,it Serie A,,,10,5,545,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
2218,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,34.0,1989.0,26,18,1601,17.8,6,8,14,6,0,0,2,0,6.5,6.5,5.1,11.7,31.0,64.0,89.0,0.34,0.45,0.79,0.34,0.79,0.37,0.29,0.65,0.37,0.65
2230,Marco Richter,de GER,"MF,FW",Mainz 05,de Bundesliga,25.0,1997.0,20,7,717,8.0,1,0,1,1,0,0,3,0,1.9,1.9,1.3,3.2,20.0,30.0,53.0,0.13,0.0,0.13,0.13,0.13,0.24,0.16,0.4,0.24,0.4
2434,Marco Silvestri,it ITA,GK,Udinese,it Serie A,32.0,1991.0,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2497,Marco Sportiello,it ITA,GK,Milan,it Serie A,31.0,1992.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,31.0,1991.0,21,18,1292,14.4,1,2,3,1,0,0,7,0,0.3,0.3,1.5,1.8,23.0,59.0,42.0,0.07,0.14,0.21,0.07,0.21,0.02,0.11,0.13,0.02,0.13
83,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,32.0,1990.0,5,3,252,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,11.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.21,0.03,0.21
1491,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,28.0,1995.0,37,29,2565,28.5,6,4,10,6,0,0,5,0,4.1,4.1,5.6,9.7,71.0,106.0,179.0,0.21,0.14,0.35,0.21,0.35,0.14,0.2,0.34,0.14,0.34
2083,Marcos Peña,es ESP,MF,Almería,es La Liga,18.0,2005.0,7,4,441,4.9,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04
2412,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,26.0,1997.0,31,26,2242,24.9,4,5,9,4,0,0,13,0,2.0,2.0,1.7,3.7,31.0,127.0,4.0,0.16,0.2,0.36,0.16,0.36,0.08,0.07,0.15,0.08,0.15
552,Marcus Coco,fr FRA,"DF,FW",Nantes,fr Ligue 1,27.0,1996.0,28,18,1481,16.5,1,0,1,1,0,0,2,0,0.8,0.8,1.0,1.8,28.0,55.0,65.0,0.06,0.0,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11
1829,Marcus Müller,de GER,MF,Mainz 05,de Bundesliga,20.0,2002.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26
2064,Marcus Pedersen,no NOR,DF,Sassuolo,it Serie A,23.0,2000.0,28,16,1613,17.9,0,2,2,0,0,0,4,0,0.1,0.1,1.1,1.2,43.0,31.0,90.0,0.0,0.11,0.11,0.0,0.11,0.01,0.06,0.06,0.01,0.06
2197,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,25.0,1997.0,33,26,2271,25.2,7,2,9,5,2,2,2,0,7.4,5.8,2.3,8.1,95.0,65.0,184.0,0.28,0.08,0.36,0.2,0.28,0.29,0.09,0.38,0.23,0.32
2558,Marcus Tavernier,eng ENG,FW,Bournemouth,eng Premier League,24.0,1999.0,30,25,2118,23.5,3,4,7,3,0,0,3,0,3.9,3.9,5.2,9.1,79.0,84.0,171.0,0.13,0.17,0.3,0.13,0.3,0.17,0.22,0.39,0.17,0.39
2590,Marcus Thuram,fr FRA,FW,Inter,it Serie A,25.0,1997.0,35,34,2687,29.9,13,7,20,13,0,0,3,0,14.3,14.3,3.7,18.0,68.0,47.0,192.0,0.44,0.23,0.67,0.44,0.67,0.48,0.12,0.6,0.48,0.6
1609,Marcão,br BRA,DF,Sevilla,es La Liga,27.0,1996.0,7,3,355,3.9,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
1618,Mariano,do DOM,"FW,MF",Sevilla,es La Liga,29.0,1993.0,9,2,244,2.7,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.3,3.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.45,0.02,0.48,0.45,0.48
2144,Marin Pongračić,hr CRO,DF,Lecce,it Serie A,25.0,1997.0,36,36,3219,35.8,0,0,0,0,0,0,10,1,1.2,1.2,0.4,1.5,45.0,134.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
746,Mario Dominguez,es ESP,FW,Valencia,es La Liga,19.0,2004.0,3,0,25,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59
978,Mario Gila,es ESP,DF,Lazio,it Serie A,22.0,2000.0,21,21,1809,20.1,0,0,0,0,0,0,4,1,0.5,0.5,0.5,1.0,21.0,93.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
1020,Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,31.0,1992.0,30,23,2068,23.0,3,2,5,3,0,0,5,1,2.9,2.9,3.0,5.9,22.0,115.0,118.0,0.13,0.09,0.22,0.13,0.22,0.13,0.13,0.26,0.13,0.26
1126,Mario Hermoso,es ESP,DF,Atlético Madrid,es La Liga,28.0,1995.0,31,29,2557,28.4,0,1,1,0,0,0,9,0,1.4,1.4,0.8,2.2,39.0,177.0,61.0,0.0,0.04,0.04,0.0,0.04,0.05,0.03,0.08,0.05,0.08
1463,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,29.0,1993.0,35,34,2968,33.0,4,1,5,4,0,0,12,1,4.6,4.6,1.5,6.2,32.0,76.0,49.0,0.12,0.03,0.15,0.12,0.15,0.14,0.05,0.19,0.14,0.19
1637,Mario Martín,es ESP,MF,Real Madrid,es La Liga,19.0,2004.0,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,Mario Pašalić,hr CRO,MF,Atalanta,it Serie A,28.0,1995.0,34,23,2051,22.8,6,6,12,4,2,2,3,0,7.1,5.5,4.1,9.6,48.0,129.0,74.0,0.26,0.26,0.53,0.18,0.44,0.31,0.18,0.49,0.24,0.42
403,Marius Bülter,de GER,"DF,FW",Hoffenheim,de Bundesliga,30.0,1993.0,30,15,1351,15.0,1,4,5,1,0,0,3,1,1.4,1.4,3.4,4.9,37.0,60.0,107.0,0.07,0.27,0.33,0.07,0.33,0.1,0.23,0.32,0.1,0.32
2782,Marius Wolf,de GER,DF,Dortmund,de Bundesliga,28.0,1995.0,22,12,1166,13.0,0,1,1,0,0,0,2,0,0.6,0.6,1.6,2.2,36.0,59.0,79.0,0.0,0.08,0.08,0.0,0.08,0.04,0.13,0.17,0.04,0.17
884,Mark Flekken,nl NED,GK,Brentford,eng Premier League,30.0,1993.0,37,37,3285,36.5,0,1,1,0,0,0,3,0,0.0,0.0,0.5,0.5,0.0,5.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
1937,Mark O'Mahony,ie IRL,FW,Brighton,eng Premier League,18.0,2005.0,3,1,63,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
2634,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,24.0,1999.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2661,Mark Uth,de GER,"MF,FW",Köln,de Bundesliga,31.0,1991.0,11,3,373,4.1,0,1,1,0,0,0,2,0,2.0,2.0,1.4,3.4,12.0,13.0,29.0,0.0,0.24,0.24,0.0,0.24,0.49,0.33,0.83,0.49,0.83
139,Marko Arnautović,at AUT,FW,Inter,it Serie A,34.0,1989.0,27,5,801,8.9,5,3,8,5,0,0,0,0,5.0,5.0,2.6,7.6,12.0,20.0,77.0,0.56,0.34,0.9,0.56,0.9,0.56,0.29,0.85,0.56,0.85
733,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,31.0,1992.0,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,Marko Milovanović,rs SRB,"FW,MF",Almería,es La Liga,19.0,2003.0,11,2,308,3.4,1,0,1,1,0,0,0,0,1.5,1.5,0.1,1.6,2.0,3.0,13.0,0.29,0.0,0.29,0.29,0.29,0.45,0.03,0.47,0.45,0.47
1782,Marko Mladenović,rs SRB,MF,Eint Frankfurt,de Bundesliga,18.0,2005.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Marley Aké,fr FRA,FW,Udinese,it Serie A,22.0,2001.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,Marnon Busch,de GER,DF,Heidenheim,de Bundesliga,28.0,1994.0,16,5,595,6.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,15.0,34.0,27.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
1627,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,29.0,1994.0,21,18,1537,17.1,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,18.0,114.0,3.0,0.0,0.06,0.06,0.0,0.06,0.03,0.03,0.05,0.03,0.05
1832,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,27.0,1996.0,27,25,2173,24.1,4,3,7,4,0,0,5,0,6.2,6.2,1.0,7.2,19.0,67.0,81.0,0.17,0.12,0.29,0.17,0.29,0.26,0.04,0.3,0.26,0.3
2277,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,32.0,1991.0,30,29,2599,28.9,0,5,5,0,0,0,10,0,0.6,0.6,1.2,1.8,28.0,178.0,22.0,0.0,0.17,0.17,0.0,0.17,0.02,0.04,0.06,0.02,0.06
776,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34.0,1989.0,23,22,1985,22.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25.0,1998.0,32,31,2618,29.1,1,0,1,1,0,0,5,0,1.0,1.0,0.0,1.0,19.0,78.0,11.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03
1156,Martin Hongla,cm CMR,MF,Hellas Verona,it Serie A,25.0,1998.0,15,12,1084,12.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,6.0,57.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
2366,Martin Satriano,uy URU,FW,Brest,fr Ligue 1,22.0,2001.0,33,21,1864,20.7,4,4,8,4,0,0,4,0,6.1,6.1,2.9,9.0,28.0,37.0,121.0,0.19,0.19,0.39,0.19,0.39,0.29,0.14,0.43,0.29,0.43
2575,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,26.0,1997.0,24,19,1527,17.0,7,3,10,7,0,0,2,1,5.2,5.2,2.6,7.8,28.0,58.0,112.0,0.41,0.18,0.59,0.41,0.59,0.31,0.15,0.46,0.31,0.46
2666,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,27.0,1995.0,28,28,2349,26.1,0,1,1,0,0,0,5,0,0.3,0.3,0.9,1.2,22.0,61.0,27.0,0.0,0.04,0.04,0.0,0.04,0.01,0.03,0.05,0.01,0.05
2849,Martin Ødegaard,no NOR,MF,Arsenal,eng Premier League,24.0,1998.0,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91.0,344.0,202.0,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45
2059,Martín Payero,ar ARG,MF,Udinese,it Serie A,24.0,1998.0,29,21,1796,20.0,2,2,4,2,0,0,6,1,1.5,1.5,1.1,2.6,47.0,71.0,64.0,0.1,0.1,0.2,0.1,0.2,0.08,0.06,0.13,0.08,0.13
2846,Martín Zubimendi,es ESP,MF,Real Sociedad,es La Liga,24.0,1999.0,31,29,2654,29.5,4,1,5,4,0,0,5,0,2.7,2.7,1.5,4.1,34.0,152.0,27.0,0.14,0.03,0.17,0.14,0.17,0.09,0.05,0.14,0.09,0.14
1865,Marvelous Nakamba,zw ZIM,MF,Luton Town,eng Premier League,29.0,1994.0,13,13,1130,12.6,0,0,0,0,0,0,5,0,0.2,0.2,0.4,0.6,1.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05
1649,Marvin,es ESP,"FW,DF",Las Palmas,es La Liga,23.0,2000.0,31,17,1855,20.6,0,2,2,0,0,0,5,0,0.9,0.9,2.5,3.5,60.0,36.0,177.0,0.0,0.1,0.1,0.0,0.1,0.05,0.12,0.17,0.05,0.17
617,Marvin Cuni,al ALB,FW,Frosinone,it Serie A,22.0,2001.0,22,6,534,5.9,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,6.0,11.0,45.0,0.17,0.0,0.17,0.17,0.17,0.22,0.05,0.28,0.22,0.28
777,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,29.0,1994.0,33,32,2696,30.0,12,9,21,7,5,6,9,0,12.8,7.9,7.8,15.7,17.0,88.0,150.0,0.4,0.3,0.7,0.23,0.53,0.43,0.26,0.69,0.26,0.52
912,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,27.0,1995.0,24,17,1566,17.4,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.7,2.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
1711,Marvin Mehlem,de GER,MF,Darmstadt 98,de Bundesliga,25.0,1997.0,20,19,1482,16.5,3,2,5,3,0,0,3,0,3.8,3.8,1.1,4.9,27.0,46.0,73.0,0.18,0.12,0.3,0.18,0.3,0.23,0.07,0.3,0.23,0.3
2127,Marvin Pieringer,de GER,"MF,FW",Heidenheim,de Bundesliga,23.0,1999.0,31,18,1513,16.8,3,3,6,3,0,0,5,0,2.3,2.3,2.1,4.4,28.0,41.0,72.0,0.18,0.18,0.36,0.18,0.36,0.14,0.13,0.26,0.14,0.26
2393,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28.0,1995.0,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,Marvin Senaya,tg TOG,"DF,MF",Strasbourg,fr Ligue 1,22.0,2001.0,32,23,2138,23.8,1,1,2,1,0,0,5,1,1.2,1.2,2.8,4.0,48.0,74.0,81.0,0.04,0.04,0.08,0.04,0.08,0.05,0.12,0.17,0.05,0.17
1958,Masaya Okugawa,jp JPN,"FW,DF",Augsburg,de Bundesliga,27.0,1996.0,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Mason Burstow,eng ENG,FW,Chelsea,eng Premier League,19.0,2003.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,Mason Greenwood,eng ENG,"MF,FW",Getafe,es La Liga,21.0,2001.0,33,30,2662,29.6,8,6,14,6,2,3,6,1,8.8,6.4,4.6,11.0,127.0,89.0,239.0,0.27,0.2,0.47,0.2,0.41,0.3,0.15,0.45,0.22,0.37
1151,Mason Holgate,eng ENG,DF,Sheffield Utd,eng Premier League,26.0,1996.0,10,9,710,7.9,0,0,0,0,0,0,3,1,0.6,0.6,0.4,1.1,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13
1818,Mason Mount,eng ENG,"MF,FW",Manchester Utd,eng Premier League,24.0,1999.0,14,5,516,5.7,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,9.0,21.0,34.0,0.17,0.0,0.17,0.17,0.17,0.07,0.06,0.13,0.07,0.13
1091,Massadio Haïdara,ml MLI,DF,Lens,fr Ligue 1,30.0,1992.0,18,7,741,8.2,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,8.0,40.0,25.0,0.0,0.12,0.12,0.0,0.12,0.02,0.02,0.04,0.02,0.04
1878,Massamba Ndiaye,sn SEN,GK,Clermont Foot,fr Ligue 1,21.0,2001.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,23.0,2000.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559,Matej Maglica,hr CRO,DF,Darmstadt 98,de Bundesliga,24.0,1998.0,26,21,1698,18.9,1,0,1,1,0,0,7,2,0.6,0.6,0.7,1.2,11.0,62.0,5.0,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06
1379,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,29.0,1994.0,30,16,1551,17.2,1,0,1,1,0,0,4,0,1.3,1.3,1.6,2.9,37.0,100.0,38.0,0.06,0.0,0.06,0.06,0.06,0.07,0.09,0.17,0.07,0.17
2217,Mateo Retegui,it ITA,FW,Genoa,it Serie A,24.0,1999.0,29,26,2216,24.6,7,2,9,6,1,1,5,0,5.8,5.0,0.7,5.8,18.0,17.0,112.0,0.28,0.08,0.37,0.24,0.32,0.24,0.03,0.27,0.2,0.24
1807,Mateu Morey,es ESP,DF,Dortmund,de Bundesliga,23.0,2000.0,3,2,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09
1541,Mateus Lusuardi,br BRA,DF,Frosinone,it Serie A,19.0,2004.0,4,3,219,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
